ad_viz_tile_data
Date, AQI Value,Main Pollutant,Site Name,Site ID,Source
02/08/1980,80,CO,,26-163-0021,AQS
02/09/1980,51,CO,,26-163-0021,AQS
02/10/1980,39,NO2,,26-163-0020,AQS
02/11/1980,54,NO2,,26-163-0020,AQS
02/12/1980,61,NO2,,26-163-0020,AQS
02/13/1980,61,NO2,,26-163-0020,AQS
02/14/1980,54,NO2,,26-163-0020,AQS
02/15/1980,60,NO2,,26-163-0020,AQS
02/16/1980,47,Ozone,,26-163-0016,AQS
02/17/1980,79,NO2,,26-163-0020,AQS
02/18/1980,70,NO2,,26-163-0020,AQS
02/19/1980,67,NO2,,26-163-0020,AQS
02/20/1980,55,CO,,26-163-0021,AQS
02/21/1980,43,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
02/22/1980,41,NO2,,26-163-0020,AQS
02/23/1980,40,CO,,26-163-0021,AQS
02/24/1980,51,NO2,,26-163-0020,AQS
02/25/1980,32,Ozone,East 7 Mile,26-163-0019,AQS
02/26/1980,30,Ozone,East 7 Mile,26-163-0019,AQS
02/27/1980,33,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
02/28/1980,31,Ozone,East 7 Mile,26-163-0019,AQS
02/29/1980,32,Ozone,East 7 Mile,26-163-0019,AQS
03/01/1980,32,Ozone,East 7 Mile,26-163-0019,AQS
03/02/1980,33,Ozone,East 7 Mile,26-163-0019,AQS
03/03/1980,41,CO,,26-163-2002,AQS
03/04/1980,36,NO2,,26-147-0905,AQS
03/05/1980,43,CO,,26-163-0021,AQS
03/06/1980,37,NO2,,26-147-0905,AQS
03/07/1980,76,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
03/08/1980,52,NO2,,26-163-0020,AQS
03/09/1980,88,NO2,,26-163-0020,AQS
03/10/1980,58,NO2,,26-163-0020,AQS
03/11/1980,40,Ozone,East 7 Mile,26-163-0019,AQS
03/12/1980,43,Ozone,East 7 Mile,26-163-0019,AQS
03/13/1980,60,CO,,26-163-0021,AQS
03/14/1980,64,Ozone,,26-163-0016,AQS
03/15/1980,47,NO2,,26-163-0020,AQS
03/16/1980,41,Ozone,East 7 Mile,26-163-0019,AQS
03/17/1980,42,NO2,,26-163-0020,AQS
03/18/1980,57,NO2,,26-163-0020,AQS
03/19/1980,49,NO2,,26-163-0020,AQS
03/20/1980,51,NO2,,26-163-0020,AQS
03/21/1980,37,NO2,,26-163-0020,AQS
03/22/1980,46,Ozone,East 7 Mile,26-163-0019,AQS
03/23/1980,40,CO,,26-163-0021,AQS
03/24/1980,51,NO2,,26-163-0020,AQS
03/25/1980,50,NO2,,26-163-0020,AQS
03/26/1980,68,CO,,26-163-0021,AQS
03/27/1980,62,NO2,,26-163-0020,AQS
03/28/1980,60,NO2,,26-163-0020,AQS
03/29/1980,42,NO2,,26-163-0020,AQS
03/30/1980,58,Ozone,East 7 Mile,26-163-0019,AQS
03/31/1980,45,NO2,,26-163-0020,AQS
04/01/1980,81,CO,,26-163-0021,AQS
04/02/1980,90,Ozone,,26-163-0016,AQS
04/03/1980,102,NO2,,26-163-0016,AQS
04/04/1980,86,NO2,,26-163-0016,AQS
04/05/1980,102,NO2,,26-163-0016,AQS
04/06/1980,104,NO2,,26-163-0016,AQS
04/07/1980,103,NO2,,26-163-0016,AQS
04/08/1980,81,NO2,,26-163-0016,AQS
04/09/1980,65,NO2,,26-163-0016,AQS
04/10/1980,70,NO2,,26-163-0016,AQS
04/11/1980,94,NO2,,26-163-0016,AQS
04/12/1980,69,NO2,,26-163-0016,AQS
04/13/1980,49,NO2,,26-163-0016,AQS
04/14/1980,65,NO2,,26-163-0016,AQS
04/15/1980,51,NO2,,26-163-0016,AQS
04/16/1980,71,Ozone,East 7 Mile,26-163-0019,AQS
04/17/1980,107,NO2,,26-163-0016,AQS
04/18/1980,164,Ozone,East 7 Mile,26-163-0019,AQS
04/19/1980,182,Ozone,East 7 Mile,26-163-0019,AQS
04/20/1980,133,Ozone,Allen Park,26-163-0001,AQS
04/21/1980,111,NO2,,26-163-0016,AQS
04/22/1980,187,Ozone,East 7 Mile,26-163-0019,AQS
04/23/1980,78,NO2,,26-163-0016,AQS
04/24/1980,93,Ozone,East 7 Mile,26-163-0019,AQS
04/25/1980,103,NO2,,26-163-0016,AQS
04/26/1980,96,NO2,,26-163-0016,AQS
04/27/1980,50,NO2,,26-163-0016,AQS
04/28/1980,80,NO2,,26-163-0016,AQS
04/29/1980,110,NO2,,26-163-0016,AQS
04/30/1980,105,NO2,,26-163-0016,AQS
05/01/1980,86,NO2,,26-163-0020,AQS
05/02/1980,112,Ozone,East 7 Mile,26-163-0019,AQS
05/03/1980,71,Ozone,,26-163-2002,AQS
05/04/1980,68,NO2,,26-163-0016,AQS
05/05/1980,105,Ozone,,26-163-0016,AQS
05/06/1980,65,NO2,,26-163-0020,AQS
05/07/1980,39,Ozone,Allen Park,26-163-0001,AQS
05/08/1980,41,NO2,,26-163-0020,AQS
05/09/1980,51,NO2,,26-163-0016,AQS
05/10/1980,74,Ozone,,26-125-0902,AQS
05/11/1980,54,Ozone,,26-125-0902,AQS
05/12/1980,84,Ozone,,26-163-2002,AQS
05/13/1980,79,NO2,,26-163-0016,AQS
05/14/1980,52,NO2,,26-147-0904,AQS
05/15/1980,103,NO2,,26-147-0904,AQS
05/16/1980,115,Ozone,Allen Park,26-163-0001,AQS
05/17/1980,47,Ozone,Allen Park,26-163-0001,AQS
05/18/1980,50,Ozone,,26-163-0016,AQS
05/19/1980,143,Ozone,Allen Park,26-163-0001,AQS
05/20/1980,115,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
05/21/1980,122,Ozone,Allen Park,26-163-0001,AQS
05/22/1980,182,Ozone,East 7 Mile,26-163-0019,AQS
05/23/1980,164,Ozone,,26-125-0902,AQS
05/24/1980,119,Ozone,,26-125-0902,AQS
05/25/1980,73,NO2,,26-163-0020,AQS
05/26/1980,58,NO2,,26-163-0020,AQS
05/27/1980,108,NO2,,26-163-0020,AQS
05/28/1980,187,Ozone,,26-125-0902,AQS
05/29/1980,140,Ozone,,26-163-2002,AQS
05/30/1980,61,Ozone,,26-147-0003,AQS
05/31/1980,52,NO2,,26-163-0020,AQS
06/01/1980,44,NO2,,26-163-0020,AQS
06/02/1980,93,Ozone,,26-125-0902,AQS
06/03/1980,55,NO2,,26-163-0020,AQS
06/04/1980,52,NO2,,26-163-0020,AQS
06/05/1980,54,CO,,26-163-0021,AQS
06/06/1980,105,Ozone,,26-125-0902,AQS
06/07/1980,61,NO2,,26-163-0020,AQS
06/08/1980,47,NO2,,26-163-0020,AQS
06/09/1980,47,NO2,,26-163-0020,AQS
06/10/1980,60,NO2,,26-163-0020,AQS
06/11/1980,96,NO2,,26-163-0020,AQS
06/12/1980,137,Ozone,,26-147-0003,AQS
06/13/1980,179,Ozone,,26-125-0902,AQS
06/14/1980,101,NO2,,26-163-0020,AQS
06/15/1980,95,NO2,,26-163-0016,AQS
06/16/1980,45,NO2,,26-163-0020,AQS
06/17/1980,84,Ozone,,26-125-0902,AQS
06/18/1980,96,NO2,,26-163-0020,AQS
06/19/1980,102,NO2,,26-163-0020,AQS
06/20/1980,51,NO2,,26-163-0020,AQS
06/21/1980,105,Ozone,,26-125-0902,AQS
06/22/1980,172,Ozone,,26-125-0902,AQS
06/23/1980,204,Ozone,,26-125-0902,AQS
06/24/1980,115,Ozone,,26-125-0902,AQS
06/25/1980,223,Ozone,,26-125-0902,AQS
06/26/1980,169,Ozone,,26-163-2002,AQS
06/27/1980,49,Ozone,,26-163-2002,AQS
06/28/1980,154,Ozone,,26-163-2002,AQS
06/29/1980,101,Ozone,,26-163-2002,AQS
06/30/1980,51,NO2,,26-163-0020,AQS
07/01/1980,156,Ozone,,26-163-2002,AQS
07/02/1980,84,Ozone,Allen Park,26-163-0001,AQS
07/03/1980,177,Ozone,East 7 Mile,26-163-0019,AQS
07/04/1980,200,Ozone,,26-163-2002,AQS
07/05/1980,87,Ozone,,26-163-2002,AQS
07/06/1980,55,NO2,,26-163-0016,AQS
07/07/1980,84,Ozone,,26-163-2002,AQS
07/08/1980,64,NO2,,26-163-0020,AQS
07/09/1980,67,NO2,,26-163-0020,AQS
07/10/1980,204,Ozone,East 7 Mile,26-163-0019,AQS
07/11/1980,119,Ozone,East 7 Mile,26-163-0019,AQS
07/12/1980,42,NO2,,26-163-0016,AQS
07/13/1980,112,Ozone,East 7 Mile,26-163-0019,AQS
07/14/1980,201,Ozone,,26-125-0902,AQS
07/15/1980,129,Ozone,,26-163-2002,AQS
07/16/1980,108,Ozone,New Haven,26-099-0009,AQS
07/17/1980,154,Ozone,,26-163-0016,AQS
07/18/1980,179,Ozone,New Haven,26-099-0009,AQS
07/19/1980,203,Ozone,New Haven,26-099-0009,AQS
07/20/1980,209,Ozone,,26-125-0902,AQS
07/21/1980,93,Ozone,New Haven,26-099-0009,AQS
07/22/1980,51,Ozone,,26-163-0016,AQS
07/23/1980,39,CO,,26-125-1002,AQS
07/24/1980,115,Ozone,,26-163-2002,AQS
07/25/1980,147,Ozone,East 7 Mile,26-163-0019,AQS
07/26/1980,156,Ozone,Allen Park,26-163-0001,AQS
07/27/1980,115,Ozone,New Haven,26-099-0009,AQS
07/28/1980,60,CO,,26-125-1002,AQS
07/29/1980,126,Ozone,New Haven,26-099-0009,AQS
07/30/1980,68,NO2,,26-163-0020,AQS
07/31/1980,147,Ozone,New Haven,26-099-0009,AQS
08/01/1980,140,Ozone,,26-163-2002,AQS
08/02/1980,97,NO2,,26-163-0020,AQS
08/03/1980,97,Ozone,Allen Park,26-163-0001,AQS
08/04/1980,133,Ozone,,26-163-2002,AQS
08/05/1980,84,Ozone,New Haven,26-099-0009,AQS
08/06/1980,90,Ozone,New Haven,26-099-0009,AQS
08/07/1980,94,NO2,,26-163-0016,AQS
08/08/1980,84,Ozone,New Haven,26-099-0009,AQS
08/09/1980,100,Ozone,Allen Park,26-163-0001,AQS
08/10/1980,37,Ozone,East 7 Mile,26-163-0019,AQS
08/11/1980,60,NO2,,26-163-0020,AQS
08/12/1980,62,CO,,26-125-1002,AQS
08/13/1980,72,CO,,26-125-1002,AQS
08/14/1980,67,NO2,,26-163-0020,AQS
08/15/1980,56,CO,,26-125-1002,AQS
08/16/1980,46,Ozone,,26-163-0016,AQS
08/17/1980,80,Ozone,,26-163-0016,AQS
08/18/1980,76,NO2,,26-163-0020,AQS
08/19/1980,103,NO2,,26-163-0016,AQS
08/20/1980,84,Ozone,,26-125-0902,AQS
08/21/1980,58,NO2,,26-163-0016,AQS
08/22/1980,39,NO2,East 7 Mile,26-163-0019,AQS
08/23/1980,49,CO,,26-163-0014,AQS
08/24/1980,140,Ozone,,26-163-2002,AQS
08/25/1980,185,Ozone,New Haven,26-099-0009,AQS
08/26/1980,213,Ozone,New Haven,26-099-0009,AQS
08/27/1980,190,Ozone,,26-147-0003,AQS
08/28/1980,203,Ozone,,26-125-0902,AQS
08/29/1980,172,Ozone,,26-125-0902,AQS
08/30/1980,119,Ozone,,26-147-0003,AQS
08/31/1980,54,Ozone,New Haven,26-099-0009,AQS
09/01/1980,64,Ozone,New Haven,26-099-0009,AQS
09/02/1980,42,NO2,East 7 Mile,26-163-0019,AQS
09/03/1980,100,Ozone,,26-125-0902,AQS
09/04/1980,84,Ozone,New Haven,26-099-0009,AQS
09/05/1980,73,NO2,,26-163-0020,AQS
09/06/1980,71,Ozone,,26-163-0016,AQS
09/07/1980,71,Ozone,New Haven,26-099-0009,AQS
09/08/1980,140,Ozone,New Haven,26-099-0009,AQS
09/09/1980,63,NO2,,26-163-0016,AQS
09/10/1980,62,NO2,,26-163-0016,AQS
09/11/1980,76,NO2,,26-163-0020,AQS
09/12/1980,83,CO,,26-163-0021,AQS
09/13/1980,50,Ozone,New Haven,26-099-0009,AQS
09/14/1980,47,CO,,26-163-0021,AQS
09/15/1980,38,CO,,26-163-0021,AQS
09/16/1980,60,NO2,,26-163-0016,AQS
09/17/1980,42,NO2,,26-163-0016,AQS
09/18/1980,78,NO2,,26-163-0020,AQS
09/19/1980,93,Ozone,New Haven,26-099-0009,AQS
09/20/1980,136,Ozone,East 7 Mile,26-163-0019,AQS
09/21/1980,143,Ozone,East 7 Mile,26-163-0019,AQS
09/22/1980,64,CO,,26-163-0021,AQS
09/23/1980,34,CO,,26-163-0021,AQS
09/24/1980,47,CO,,26-163-0021,AQS
09/25/1980,67,NO2,,26-163-0020,AQS
09/26/1980,34,NO2,,26-163-0020,AQS
09/27/1980,55,NO2,,26-163-0020,AQS
09/28/1980,51,NO2,,26-163-0020,AQS
09/29/1980,79,NO2,,26-163-0020,AQS
09/30/1980,90,Ozone,,26-125-0902,AQS
10/01/1980,105,Ozone,New Haven,26-099-0009,AQS
10/02/1980,54,NO2,,26-163-0016,AQS
10/03/1980,36,NO2,,26-163-0016,AQS
10/04/1980,31,NO2,,26-163-0016,AQS
10/05/1980,35,NO2,,26-163-0016,AQS
10/06/1980,77,NO2,,26-163-0016,AQS
10/07/1980,97,NO2,,26-163-0020,AQS
10/08/1980,85,NO2,,26-163-0020,AQS
10/09/1980,54,NO2,,26-163-0016,AQS
10/10/1980,67,NO2,,26-163-0016,AQS
10/11/1980,42,NO2,,26-163-0020,AQS
10/12/1980,30,NO2,,26-163-0016,AQS
10/13/1980,55,NO2,,26-163-0016,AQS
10/14/1980,58,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/15/1980,31,NO2,,26-163-0020,AQS
10/16/1980,74,CO,,26-163-0021,AQS
10/17/1980,59,CO,,26-163-0021,AQS
10/18/1980,44,NO2,,26-163-0016,AQS
10/19/1980,37,NO2,,26-163-0016,AQS
10/20/1980,41,NO2,,26-163-0020,AQS
10/21/1980,41,NO2,,26-163-0016,AQS
10/22/1980,53,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
10/23/1980,29,NO2,,26-163-0016,AQS
10/24/1980,66,CO,,26-163-0021,AQS
10/25/1980,52,CO,,26-163-0021,AQS
10/26/1980,26,Ozone,,26-125-1002,AQS
10/27/1980,42,NO2,,26-163-0020,AQS
10/28/1980,44,NO2,,26-163-0016,AQS
10/29/1980,52,NO2,,26-163-0016,AQS
10/30/1980,87,CO,,26-163-0014,AQS
10/31/1980,39,NO2,,26-163-0020,AQS
11/01/1980,37,Ozone,New Haven,26-099-0009,AQS
11/02/1980,47,NO2,,26-163-0020,AQS
11/03/1980,67,NO2,,26-163-0016,AQS
11/04/1980,34,NO2,,26-163-0016,AQS
11/05/1980,42,NO2,,26-163-0016,AQS
11/06/1980,42,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
11/07/1980,79,CO,,26-163-0021,AQS
11/08/1980,42,CO,,26-163-0021,AQS
11/09/1980,40,CO,,26-163-0021,AQS
11/10/1980,45,Ozone,New Haven,26-099-0009,AQS
11/11/1980,47,NO2,,26-163-0016,AQS
11/12/1980,63,CO,,26-163-0021,AQS
11/13/1980,53,CO,,26-163-0021,AQS
11/14/1980,35,NO2,,26-163-0020,AQS
11/15/1980,33,Ozone,New Haven,26-099-0009,AQS
11/16/1980,45,CO,Allen Park,26-163-0001,AQS
11/17/1980,57,CO,,26-125-1002,AQS
11/18/1980,36,NO2,East 7 Mile,26-163-0019,AQS
11/19/1980,53,NO2,,26-163-0020,AQS
11/20/1980,48,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
11/21/1980,36,NO2,East 7 Mile,26-163-0019,AQS
11/22/1980,42,NO2,East 7 Mile,26-163-0019,AQS
11/23/1980,35,NO2,East 7 Mile,26-163-0019,AQS
11/24/1980,41,CO,,26-163-0021,AQS
11/25/1980,60,NO2,East 7 Mile,26-163-0019,AQS
11/26/1980,68,NO2,East 7 Mile,26-163-0019,AQS
11/27/1980,42,CO,,26-163-2002,AQS
11/28/1980,26,CO,,26-163-0021,AQS
11/29/1980,31,Ozone,New Haven,26-099-0009,AQS
11/30/1980,42,NO2,East 7 Mile,26-163-0019,AQS
12/01/1980,66,CO,,26-163-0021,AQS
12/02/1980,43,NO2,,26-163-0020,AQS
12/03/1980,42,NO2,,26-163-0020,AQS
12/04/1980,58,CO,,26-163-0021,AQS
12/05/1980,83,CO,,26-163-0021,AQS
12/06/1980,72,CO,,26-163-0021,AQS
12/07/1980,63,CO,,26-163-0021,AQS
12/08/1980,40,CO,,26-163-0021,AQS
12/09/1980,57,NO2,East 7 Mile,26-163-0019,AQS
12/10/1980,34,Ozone,New Haven,26-099-0009,AQS
12/11/1980,47,CO,,26-163-0021,AQS
12/12/1980,45,CO,,26-163-0021,AQS
12/13/1980,39,NO2,East 7 Mile,26-163-0019,AQS
12/14/1980,54,CO,Allen Park,26-163-0001,AQS
12/15/1980,68,CO,Allen Park,26-163-0001,AQS
12/16/1980,53,NO2,,26-163-0016,AQS
12/17/1980,49,NO2,,26-163-0016,AQS
12/18/1980,38,Ozone,New Haven,26-099-0009,AQS
12/19/1980,39,Ozone,New Haven,26-099-0009,AQS
12/20/1980,36,Ozone,,26-163-2002,AQS
12/21/1980,54,NO2,,26-163-0020,AQS
12/22/1980,65,CO,,26-163-0021,AQS
12/23/1980,55,CO,,26-163-0021,AQS
12/24/1980,41,Ozone,New Haven,26-099-0009,AQS
12/25/1980,42,NO2,,26-163-0020,AQS
12/26/1980,39,NO2,,26-163-0020,AQS
12/27/1980,51,CO,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
12/28/1980,51,NO2,,26-147-0905,AQS
12/29/1980,65,CO,,26-163-0021,AQS
12/30/1980,57,CO,,26-163-0021,AQS
12/31/1980,49,CO,,26-163-0021,AQS
01/01/1981,37,Ozone,New Haven,26-099-0009,AQS
01/02/1981,39,NO2,,26-163-0020,AQS
01/03/1981,36,Ozone,New Haven,26-099-0009,AQS
01/04/1981,42,NO2,,26-163-0016,AQS
01/05/1981,46,NO2,,26-163-0020,AQS
01/06/1981,42,NO2,,26-163-0016,AQS
01/07/1981,41,NO2,,26-163-0016,AQS
01/08/1981,73,NO2,,26-163-0016,AQS
01/09/1981,68,CO,,26-163-0021,AQS
01/10/1981,42,NO2,,26-147-0904,AQS
01/11/1981,42,NO2,,26-163-0016,AQS
01/12/1981,57,NO2,Oak Park,26-125-0001,AQS
01/13/1981,86,CO,,26-163-0021,AQS
01/14/1981,62,NO2,Oak Park,26-125-0001,AQS
01/15/1981,83,NO2,Oak Park,26-125-0001,AQS
01/16/1981,47,NO2,,26-147-0905,AQS
01/17/1981,51,NO2,Oak Park,26-125-0001,AQS
01/18/1981,61,NO2,,26-163-0016,AQS
01/19/1981,102,NO2,Oak Park,26-125-0001,AQS
01/20/1981,106,NO2,,26-147-0904,AQS
01/21/1981,54,NO2,Oak Park,26-125-0001,AQS
01/22/1981,70,NO2,Oak Park,26-125-0001,AQS
01/23/1981,54,NO2,Oak Park,26-125-0001,AQS
01/24/1981,147,NO2,Oak Park,26-125-0001,AQS
01/25/1981,109,NO2,Oak Park,26-125-0001,AQS
01/26/1981,49,NO2,Oak Park,26-125-0001,AQS
01/27/1981,49,NO2,Oak Park,26-125-0001,AQS
01/28/1981,171,NO2,Oak Park,26-125-0001,AQS
01/29/1981,44,NO2,Oak Park,26-125-0001,AQS
01/30/1981,61,NO2,,26-147-0905,AQS
01/31/1981,60,NO2,,26-163-0016,AQS
02/01/1981,42,NO2,,26-163-0016,AQS
02/02/1981,41,NO2,,26-163-0020,AQS
02/03/1981,39,CO,,26-163-0021,AQS
02/04/1981,42,NO2,,26-163-0016,AQS
02/05/1981,44,NO2,,26-163-0020,AQS
02/06/1981,44,NO2,,26-163-0020,AQS
02/07/1981,63,NO2,Oak Park,26-125-0001,AQS
02/08/1981,38,Ozone,New Haven,26-099-0009,AQS
02/09/1981,82,NO2,,26-147-0904,AQS
02/10/1981,106,NO2,,26-147-0904,AQS
02/11/1981,43,NO2,Oak Park,26-125-0001,AQS
02/12/1981,57,NO2,Oak Park,26-125-0001,AQS
02/13/1981,80,NO2,Oak Park,26-125-0001,AQS
02/14/1981,102,NO2,Oak Park,26-125-0001,AQS
02/15/1981,96,NO2,Oak Park,26-125-0001,AQS
02/16/1981,72,NO2,Oak Park,26-125-0001,AQS
02/17/1981,50,NO2,Oak Park,26-125-0001,AQS
02/18/1981,71,NO2,Oak Park,26-125-0001,AQS
02/19/1981,110,NO2,Oak Park,26-125-0001,AQS
02/20/1981,73,NO2,Oak Park,26-125-0001,AQS
02/21/1981,102,NO2,Oak Park,26-125-0001,AQS
02/22/1981,82,NO2,Oak Park,26-125-0001,AQS
02/23/1981,72,NO2,Oak Park,26-125-0001,AQS
02/24/1981,44,NO2,Oak Park,26-125-0001,AQS
02/25/1981,49,NO2,Oak Park,26-125-0001,AQS
02/26/1981,49,NO2,Oak Park,26-125-0001,AQS
02/27/1981,86,CO,,26-163-0021,AQS
02/28/1981,62,NO2,Oak Park,26-125-0001,AQS
03/01/1981,30,Ozone,Port Huron,26-147-0005,AQS
03/02/1981,34,Ozone,Oak Park,26-125-0001,AQS
03/03/1981,68,NO2,Oak Park,26-125-0001,AQS
03/04/1981,65,NO2,Oak Park,26-125-0001,AQS
03/05/1981,66,NO2,Oak Park,26-125-0001,AQS
03/06/1981,73,NO2,,26-147-0904,AQS
03/07/1981,43,NO2,,26-147-0904,AQS
03/08/1981,49,NO2,Oak Park,26-125-0001,AQS
03/09/1981,54,NO2,Oak Park,26-125-0001,AQS
03/10/1981,57,NO2,Oak Park,26-125-0001,AQS
03/11/1981,53,NO2,Oak Park,26-125-0001,AQS
03/12/1981,62,NO2,Oak Park,26-125-0001,AQS
03/13/1981,60,NO2,Oak Park,26-125-0001,AQS
03/14/1981,52,NO2,Oak Park,26-125-0001,AQS
03/15/1981,48,Ozone,Port Huron,26-147-0005,AQS
03/16/1981,50,NO2,Oak Park,26-125-0001,AQS
03/17/1981,41,Ozone,Port Huron,26-147-0005,AQS
03/18/1981,49,NO2,Oak Park,26-125-0001,AQS
03/19/1981,41,NO2,,26-163-0016,AQS
03/20/1981,41,NO2,,26-163-0020,AQS
03/21/1981,98,NO2,Oak Park,26-125-0001,AQS
03/22/1981,106,NO2,Oak Park,26-125-0001,AQS
03/23/1981,89,NO2,Oak Park,26-125-0001,AQS
03/24/1981,105,NO2,Oak Park,26-125-0001,AQS
03/25/1981,99,NO2,Oak Park,26-125-0001,AQS
03/26/1981,101,NO2,Oak Park,26-125-0001,AQS
03/27/1981,95,NO2,Oak Park,26-125-0001,AQS
03/28/1981,102,NO2,Oak Park,26-125-0001,AQS
03/29/1981,85,NO2,Oak Park,26-125-0001,AQS
03/30/1981,52,NO2,Oak Park,26-125-0001,AQS
03/31/1981,89,NO2,Oak Park,26-125-0001,AQS
04/01/1981,79,NO2,Oak Park,26-125-0001,AQS
04/02/1981,103,NO2,Oak Park,26-125-0001,AQS
04/03/1981,69,NO2,,26-163-0016,AQS
04/04/1981,45,NO2,,26-163-0016,AQS
04/05/1981,42,Ozone,Port Huron,26-147-0005,AQS
04/06/1981,77,NO2,Oak Park,26-125-0001,AQS
04/07/1981,71,NO2,Oak Park,26-125-0001,AQS
04/08/1981,90,Ozone,Port Huron,26-147-0005,AQS
04/09/1981,79,NO2,Oak Park,26-125-0001,AQS
04/10/1981,103,NO2,Oak Park,26-125-0001,AQS
04/11/1981,68,NO2,Oak Park,26-125-0001,AQS
04/12/1981,37,NO2,Oak Park,26-125-0001,AQS
04/13/1981,64,CO,,26-163-0021,AQS
04/14/1981,57,NO2,Oak Park,26-125-0001,AQS
04/15/1981,70,NO2,Oak Park,26-125-0001,AQS
04/16/1981,88,NO2,Oak Park,26-125-0001,AQS
04/17/1981,64,NO2,Oak Park,26-125-0001,AQS
04/18/1981,64,NO2,Oak Park,26-125-0001,AQS
04/19/1981,63,NO2,Oak Park,26-125-0001,AQS
04/20/1981,42,NO2,Oak Park,26-125-0001,AQS
04/21/1981,55,NO2,Oak Park,26-125-0001,AQS
04/22/1981,79,CO,,26-163-0021,AQS
04/23/1981,44,Ozone,Port Huron,26-147-0005,AQS
04/24/1981,42,NO2,,26-163-0020,AQS
04/25/1981,49,NO2,,26-163-0020,AQS
04/26/1981,84,NO2,Oak Park,26-125-0001,AQS
04/27/1981,88,NO2,Oak Park,26-125-0001,AQS
04/28/1981,94,NO2,Oak Park,26-125-0001,AQS
04/29/1981,54,NO2,Oak Park,26-125-0001,AQS
04/30/1981,68,NO2,Oak Park,26-125-0001,AQS
05/01/1981,36,NO2,Oak Park,26-125-0001,AQS
05/02/1981,49,NO2,Oak Park,26-125-0001,AQS
05/03/1981,67,Ozone,New Haven,26-099-0009,AQS
05/04/1981,112,Ozone,,26-125-0902,AQS
05/05/1981,98,NO2,Oak Park,26-125-0001,AQS
05/06/1981,38,NO2,Oak Park,26-125-0001,AQS
05/07/1981,60,NO2,Oak Park,26-125-0001,AQS
05/08/1981,73,CO,,26-163-0021,AQS
05/09/1981,66,NO2,Oak Park,26-125-0001,AQS
05/10/1981,56,CO,,26-163-0021,AQS
05/11/1981,32,Ozone,WARREN - FIRE STATION 29900 HOOVER AT COMMON,26-099-1003,AQS
05/12/1981,58,NO2,,26-163-0016,AQS
05/13/1981,65,NO2,Oak Park,26-125-0001,AQS
05/14/1981,54,NO2,Oak Park,26-125-0001,AQS
05/15/1981,50,CO,,26-163-0021,AQS
05/16/1981,61,NO2,Oak Park,26-125-0001,AQS
05/17/1981,42,NO2,,26-163-0016,AQS
